col1,col2,modifier_indicator
21045,36440,1
21045,36591,0
21045,36592,0
21045,36600,1
21045,36640,1
21045,37202,1
21045,43752,1
21045,51701,1
21045,51702,1
21045,51703,1
21045,61650,0
21045,62310,0
21045,62311,0
21045,62318,0
21045,62319,0
21045,62320,0
21045,62321,0
21045,62322,0
21045,62323,0
21045,62324,0
21045,62325,0
21045,62326,0
21045,62327,0
21045,64400,0
21045,64402,0
21045,64405,0
21045,64408,0
21045,64410,0
21045,64412,0
21045,64413,0
21045,64415,0
21045,64416,0
21045,64417,0
21045,64418,0
21045,64420,0
21045,64421,0
21045,64425,0
21045,64430,0
21045,64435,0
21045,64445,0
21045,64446,0
21045,64447,0
21045,64448,0
21045,64449,0
21045,64450,1
21045,64451,0
21045,64454,1
21045,64461,0
21045,64462,0
21045,64463,0
21045,64466,1
21045,64467,1
21045,64468,1
21045,64469,1
21045,64470,0
21045,64473,1
21045,64474,1
21045,64475,0
21045,64479,0
21045,64480,0
21045,64483,0
21045,64484,0
21045,64486,0
21045,64487,0
21045,64488,0
21045,64489,0
21045,64490,0
21045,64491,0
21045,64492,0
21045,64493,0
21045,64494,0
21045,64495,0
21045,64505,0
21045,64508,0
21045,64510,0
21045,64517,0
21045,64520,0
21045,64530,0
21045,64550,0
21045,69990,0
21045,90760,1
21045,90765,1
21045,90772,1
21045,90774,1
21045,90775,1
21045,90780,1
21045,92012,1
21045,92012,0
21045,92014,1
21045,92014,0
21045,93000,1
21045,93005,1
21045,93010,1
21045,93040,1
21045,93041,1
21045,93042,1
21045,93318,1
21045,93355,1
21045,94002,1
21045,94200,1
21045,94250,1
21045,94680,1
21045,94681,1
21045,94690,1
21045,94770,1
21045,95812,1
21045,95813,1
21045,95816,1
21045,95819,1
21045,95822,1
21045,95829,1
21045,95955,1
21045,96360,1
21045,96361,1
21045,96365,1
21045,96366,1
21045,96367,1
21045,96368,1
21045,96372,1
21045,96374,1
21045,96375,1
21045,96376,1
21045,96377,1
21045,96523,0
21045,97597,1
21045,97598,1
21045,97602,1
21045,99148,0
21045,99149,0
21045,99150,0
21045,99155,0
21045,99156,0
21045,99157,0
21045,99211,1
21045,99211,1
21045,99212,1
21045,99212,1
21045,99213,1
21045,99213,1
21045,99214,1
21045,99214,1
21045,99215,1
21045,99215,1
21045,99217,1
21045,99217,1
21045,99218,1
21045,99218,1
21045,99219,1
21045,99219,1
21045,99220,1
21045,99220,1
21045,99221,1
21045,99221,1
21045,99222,1
21045,99222,1
21045,99223,1
21045,99223,1
21045,99231,1
21045,99231,1
21045,99232,1
21045,99232,1
21045,99233,1
21045,99233,1
21045,99234,1
21045,99234,1
21045,99235,1
21045,99235,1
21045,99236,1
21045,99236,1
21045,99238,1
21045,99238,1
21045,99239,1
21045,99239,1
21045,99241,1
21045,99242,1
21045,99243,1
21045,99244,1
21045,99245,1
21045,99251,1
21045,99252,1
21045,99253,1
21045,99254,1
21045,99255,1
21045,99291,1
21045,99291,1
21045,99292,1
21045,99292,1
21045,99304,1
21045,99304,1
21045,99305,1
21045,99305,1
21045,99306,1
21045,99306,1
21045,99307,1
21045,99307,1
21045,99308,1
21045,99308,1
21045,99309,1
21045,99309,1
21045,99310,1
21045,99310,1
21045,99315,1
21045,99315,1
21045,99316,1
21045,99316,1
21045,99334,1
21045,99334,1
21045,99335,1
21045,99335,1
21045,99336,1
21045,99336,1
21045,99337,1
21045,99337,1
21045,99347,1
21045,99347,1
21045,99348,1
21045,99348,1
21045,99349,1
21045,99349,1
21045,99350,1
21045,99350,1
21045,99374,1
21045,99375,1
21045,99377,1
21045,99378,1
21045,99446,0
21045,99447,0
21045,99448,0
21045,99449,0
21045,99451,0
21045,99452,0
21045,99495,0
21045,99495,0
21045,99496,0
21045,99496,0
21046,11000,1
21046,11001,1
21046,11004,1
21046,11005,1
21046,11006,1
21046,11010,1
21046,11011,1
21046,11012,1
21046,11042,1
21046,11043,1
21046,11044,1
21046,11045,1
21046,11046,1
21046,11047,1
21046,12001,1
21046,12002,1
21046,12004,1
21046,12005,1
21046,12006,1
21046,12007,1
21046,12011,1
21046,12013,1
21046,12014,1
21046,12015,1
21046,12016,1
21046,12017,1
21046,12018,1
21046,12020,1
21046,12021,1
21046,12031,1
21046,12032,1
21046,12034,1
21046,12035,1
21046,12036,1
21046,12037,1
21046,12041,1
21046,12042,1
21046,12044,1
21046,12045,1
21046,12046,1
21046,12047,1
21046,12051,1
21046,12052,1
21046,12053,1
21046,12054,1
21046,12055,1
21046,12056,1
21046,12057,1
21046,13100,1
21046,13101,1
21046,13102,1
21046,13120,1
21046,13121,1
21046,13122,1
21046,13131,1
21046,13132,1
21046,13133,1
21046,13150,1
21046,13151,1
21046,13152,1
21046,13153,1
21046,21040,1
21046,21050,1
21046,21060,1
21046,21070,1
21046,21073,1
21046,21198,1
21046,21199,1
21046,36000,1
21046,36400,1
21046,36405,1
21046,36406,1
21046,36410,1
21046,36420,1
21046,36425,1
21046,36430,1
21046,36440,1
21046,36591,0
21046,36592,0
21046,36600,1
21046,36640,1
21046,37202,1
21046,43752,1
21046,51701,1
21046,51702,1
21046,51703,1
21046,61650,0
21046,62310,0
21046,62311,0
21046,62318,0
21046,62319,0
21046,62320,0
21046,62321,0
21046,62322,0
21046,62323,0
21046,62324,0
21046,62325,0
21046,62326,0
21046,62327,0
21046,64400,0
21046,64402,0
21046,64405,0
21046,64408,0
21046,64410,0
21046,64412,0
21046,64413,0
21046,64415,0
21046,64416,0
21046,64417,0
21046,64418,0
21046,64420,0
21046,64421,0
21046,64425,0
21046,64430,0
21046,64435,0
21046,64445,0
21046,64446,0
21046,64447,0
21046,64448,0
21046,64449,0
21046,64450,1
21046,64451,0
21046,64454,1
21046,64461,0
21046,64462,0
21046,64463,0
21046,64466,1
21046,64467,1
21046,64468,1
21046,64469,1
21046,64470,0
21046,64473,1
21046,64474,1
21046,64475,0
21046,64479,0
21046,64480,0
21046,64483,0
21046,64484,0
21046,64486,0
21046,64487,0
21046,64488,0
21046,64489,0
21046,64490,0
21046,64491,0
21046,64492,0
21046,64493,0
21046,64494,0
21046,64495,0
21046,64505,0
21046,64508,0
21046,64510,0
21046,64517,0
21046,64520,0
21046,64530,0
21046,64550,0
21046,69990,0
21046,90760,1
21046,90765,1
21046,90772,1
21046,90774,1
21046,90775,1
21046,90780,1
21046,92012,1
21046,92012,0
21046,92014,1
21046,92014,0
21046,93000,1
21046,93005,1
21046,93010,1
21046,93040,1
21046,93041,1
21046,93042,1
21046,93318,1
21046,93355,1
21046,94002,1
21046,94200,1
21046,94250,1
21046,94680,1
21046,94681,1
21046,94690,1
21046,94770,1
21046,95812,1
21046,95813,1
21046,95816,1
21046,95819,1
21046,95822,1
21046,95829,1
21046,95955,1
21046,96360,1
21046,96361,1
21046,96365,1
21046,96366,1
21046,96367,1
21046,96368,1
21046,96372,1
21046,96374,1
21046,96375,1
21046,96376,1
21046,96377,1
21046,96523,0
21046,97597,1
21046,97598,1
21046,97602,1
21046,99148,0
21046,99149,0
21046,99150,0
21046,99155,0
21046,99156,0
21046,99157,0
21046,99211,1
21046,99211,1
21046,99212,1
21046,99212,1
21046,99213,1
21046,99213,1
21046,99214,1
21046,99214,1
21046,99215,1
21046,99215,1
21046,99217,1
21046,99217,1
21046,99218,1
21046,99218,1
21046,99219,1
21046,99219,1
21046,99220,1
21046,99220,1
21046,99221,1
21046,99221,1
21046,99222,1
21046,99222,1
21046,99223,1
21046,99223,1
21046,99231,1
21046,99231,1
21046,99232,1
21046,99232,1
21046,99233,1
21046,99233,1
21046,99234,1
21046,99234,1
21046,99235,1
21046,99235,1
21046,99236,1
21046,99236,1
21046,99238,1
21046,99238,1
21046,99239,1
21046,99239,1
21046,99241,1
21046,99242,1
21046,99243,1
21046,99244,1
21046,99245,1
21046,99251,1
21046,99252,1
21046,99253,1
21046,99254,1
21046,99255,1
21046,99291,1
21046,99291,1
21046,99292,1
21046,99292,1
21046,99304,1
21046,99304,1
21046,99305,1
21046,99305,1
21046,99306,1
21046,99306,1
21046,99307,1
21046,99307,1
21046,99308,1
21046,99308,1
21046,99309,1
21046,99309,1
21046,99310,1
21046,99310,1
21046,99315,1
21046,99315,1
21046,99316,1
21046,99316,1
21046,99334,1
21046,99334,1
21046,99335,1
21046,99335,1
21046,99336,1
21046,99336,1
21046,99337,1
21046,99337,1
21046,99347,1
21046,99347,1
21046,99348,1
21046,99348,1
21046,99349,1
21046,99349,1
21046,99350,1
21046,99350,1
21046,99374,1
21046,99375,1
21046,99377,1
21046,99378,1
21046,99446,0
21046,99447,0
21046,99448,0
21046,99449,0
21046,99451,0
21046,99452,0
21046,99495,0
21046,99495,0
21046,99496,0
21046,99496,0
21047,11000,1
21047,11001,1
21047,11004,1
21047,11005,1
21047,11006,1
21047,11010,1
21047,11011,1
21047,11012,1
21047,11042,1
21047,11043,1
21047,11044,1
21047,11045,1
21047,11046,1
21047,11047,1
21047,12001,1
21047,12002,1
21047,12004,1
21047,12005,1
21047,12006,1
21047,12007,1
21047,12011,1
21047,12013,1
21047,12014,1
21047,12015,1
21047,12016,1
21047,12017,1
21047,12018,1
21047,12020,1
21047,12021,1
21047,12031,1
21047,12032,1
21047,12034,1
21047,12035,1
21047,12036,1
21047,12037,1
21047,12041,1
21047,12042,1
21047,12044,1
21047,12045,1
21047,12046,1
21047,12047,1
21047,12051,1
21047,12052,1
21047,12053,1
21047,12054,1
21047,12055,1
21047,12056,1
21047,12057,1
21047,13100,1
21047,13101,1
21047,13102,1
21047,13120,1
21047,13121,1
21047,13122,1
21047,13131,1
21047,13132,1
21047,13133,1
21047,13150,1
21047,13151,1
21047,13152,1
21047,13153,1
21047,21025,1
21047,21040,1
21047,21046,1
21047,21050,1
21047,21060,1
21047,21070,1
21047,21073,1
21047,21198,1
21047,21199,1
21047,36000,1
21047,36400,1
21047,36405,1
21047,36406,1
21047,36410,1
21047,36420,1
21047,36425,1
21047,36430,1
21047,36440,1
21047,36591,0
21047,36592,0
21047,36600,1
21047,36640,1
21047,37202,1
21047,43752,1
21047,51701,1
21047,51702,1
21047,51703,1
21047,61650,0
21047,62310,0
21047,62311,0
21047,62318,0
21047,62319,0
21047,62320,0
21047,62321,0
21047,62322,0
21047,62323,0
21047,62324,0
21047,62325,0
21047,62326,0
21047,62327,0
21047,64400,0
21047,64402,0
21047,64405,0
21047,64408,0
21047,64410,0
21047,64412,0
21047,64413,0
21047,64415,0
21047,64416,0
21047,64417,0
21047,64418,0
21047,64420,0
21047,64421,0
21047,64425,0
21047,64430,0
21047,64435,0
21047,64445,0
21047,64446,0
21047,64447,0
21047,64448,0
21047,64449,0
21047,64450,1
21047,64451,0
21047,64454,1
21047,64461,0
21047,64462,0
21047,64463,0
21047,64466,1
21047,64467,1
21047,64468,1
21047,64469,1
21047,64470,0
21047,64473,1
21047,64474,1
21047,64475,0
21047,64479,0
21047,64480,0
21047,64483,0
21047,64484,0
21047,64486,0
21047,64487,0
21047,64488,0
21047,64489,0
21047,64490,0
21047,64491,0
21047,64492,0
21047,64493,0
21047,64494,0
21047,64495,0
21047,64505,0
21047,64508,0
21047,64510,0
21047,64517,0
21047,64520,0
21047,64530,0
21047,64550,0
21047,69990,0
21047,90760,1
21047,90765,1
21047,90772,1
21047,90774,1
21047,90775,1
21047,90780,1
21047,92012,1
21047,92012,0
21047,92014,1
21047,92014,0
21047,93000,1
21047,93005,1
21047,93010,1
21047,93040,1
21047,93041,1
21047,93042,1
21047,93318,1
21047,93355,1
21047,94002,1
21047,94200,1
21047,94250,1
21047,94680,1
21047,94681,1
21047,94690,1
21047,94770,1
21047,95812,1
21047,95813,1
21047,95816,1
21047,95819,1
21047,95822,1
21047,95829,1
21047,95955,1
21047,96360,1
21047,96361,1
21047,96365,1
21047,96366,1
21047,96367,1
21047,96368,1
21047,96372,1
21047,96374,1
21047,96375,1
21047,96376,1
21047,96377,1
21047,96523,0
21047,97597,1
21047,97598,1
21047,97602,1
21047,99148,0
21047,99149,0
21047,99150,0
21047,99155,0
21047,99156,0
21047,99157,0
21047,99211,1
21047,99211,1
21047,99212,1
21047,99212,1
21047,99213,1
21047,99213,1
21047,99214,1
21047,99214,1
21047,99215,1
21047,99215,1
21047,99217,1
21047,99217,1
21047,99218,1
21047,99218,1
21047,99219,1
21047,99219,1
21047,99220,1
21047,99220,1
21047,99221,1
21047,99221,1
21047,99222,1
21047,99222,1
21047,99223,1
21047,99223,1
21047,99231,1
21047,99231,1
21047,99232,1
21047,99232,1
21047,99233,1
21047,99233,1
21047,99234,1
21047,99234,1
21047,99235,1
21047,99235,1
21047,99236,1
21047,99236,1
21047,99238,1
21047,99238,1
21047,99239,1
21047,99239,1
21047,99241,1
21047,99242,1
21047,99243,1
21047,99244,1
21047,99245,1
21047,99251,1
21047,99252,1
21047,99253,1
21047,99254,1
21047,99255,1
21047,99291,1
21047,99291,1
21047,99292,1
21047,99292,1
21047,99304,1
21047,99304,1
21047,99305,1
21047,99305,1
21047,99306,1
21047,99306,1
21047,99307,1
21047,99307,1
21047,99308,1
21047,99308,1
21047,99309,1
21047,99309,1
21047,99310,1
21047,99310,1
21047,99315,1
21047,99315,1
21047,99316,1
21047,99316,1
21047,99334,1
21047,99334,1
21047,99335,1
21047,99335,1
21047,99336,1
21047,99336,1
21047,99337,1
21047,99337,1
21047,99347,1
21047,99347,1
21047,99348,1
21047,99348,1
21047,99349,1
21047,99349,1
21047,99350,1
21047,99350,1
21047,99374,1
21047,99375,1
21047,99377,1
21047,99378,1
21047,99446,0
21047,99447,0
21047,99448,0
21047,99449,0
21047,99451,0
21047,99452,0
21047,99495,0
21047,99495,0
21047,99496,0
21047,99496,0
21048,11000,1
21048,11001,1
21048,11004,1
21048,11005,1
21048,11006,1
21048,11010,1
21048,11011,1
21048,11012,1
21048,11042,1
21048,11043,1
21048,11044,1
21048,11045,1
21048,11046,1
21048,11047,1
21048,12001,1
21048,12002,1
21048,12004,1
21048,12005,1
21048,12006,1
21048,12007,1
21048,12011,1
21048,12013,1
21048,12014,1
21048,12015,1
21048,12016,1
21048,12017,1
21048,12018,1
21048,12020,1
21048,12021,1
21048,12031,1
21048,12032,1
21048,12034,1
21048,12035,1
21048,12036,1
21048,12037,1
21048,12041,1
21048,12042,1
21048,12044,1
21048,12045,1
21048,12046,1
21048,12047,1
21048,12051,1
21048,12052,1
21048,12053,1
21048,12054,1
21048,12055,1
21048,12056,1
21048,12057,1
21048,13100,1
21048,13101,1
21048,13102,1
21048,13120,1
21048,13121,1
21048,13122,1
21048,13131,1
21048,13132,1
21048,13133,1
21048,13150,1
21048,13151,1
21048,13152,1
21048,13153,1
21048,21030,1
21048,21050,1
21048,21060,1
21048,21070,1
21048,21206,1
21048,36000,1
21048,36400,1
21048,36405,1
21048,36406,1
21048,36410,1
21048,36420,1
21048,36425,1
21048,36430,1
21048,36440,1
21048,36591,0
21048,36592,0
21048,36600,1
21048,36640,1
21048,37202,1
21048,43752,1
21048,51701,1
21048,51702,1
21048,51703,1
21048,61650,0
21048,62310,0
21048,62311,0
21048,62318,0
21048,62319,0
21048,62320,0
21048,62321,0
21048,62322,0
21048,62323,0
21048,62324,0
21048,62325,0
21048,62326,0
21048,62327,0
21048,64400,0
21048,64402,0
21048,64405,0
21048,64408,0
21048,64410,0
21048,64412,0
21048,64413,0
21048,64415,0
21048,64416,0
21048,64417,0
21048,64418,0
21048,64420,0
21048,64421,0
21048,64425,0
21048,64430,0
21048,64435,0
21048,64445,0
21048,64446,0
21048,64447,0
21048,64448,0
21048,64449,0
21048,64450,1
21048,64451,0
21048,64454,1
21048,64461,0
21048,64462,0
21048,64463,0
21048,64466,1
21048,64467,1
21048,64468,1
21048,64469,1
21048,64470,0
21048,64473,1
21048,64474,1
21048,64475,0
21048,64479,0
21048,64480,0
21048,64483,0
21048,64484,0
21048,64486,0
21048,64487,0
21048,64488,0
21048,64489,0
21048,64490,0
21048,64491,0
21048,64492,0
21048,64493,0
21048,64494,0
21048,64495,0
21048,64505,0
21048,64508,0
21048,64510,0
21048,64517,0
21048,64520,0
21048,64530,0
21048,64550,0
21048,69990,0
21048,90760,1
21048,90765,1
21048,90772,1
21048,90774,1
21048,90775,1
21048,90780,1
21048,92012,1
21048,92012,0
21048,92014,1
21048,92014,0
21048,93000,1
21048,93005,1
21048,93010,1
21048,93040,1
21048,93041,1
21048,93042,1
21048,93318,1
21048,93355,1
21048,94002,1
21048,94200,1
21048,94250,1
21048,94680,1
21048,94681,1
21048,94690,1
21048,94770,1
21048,95812,1
21048,95813,1
21048,95816,1
21048,95819,1
21048,95822,1
21048,95829,1
21048,95955,1
21048,96360,1
21048,96361,1
21048,96365,1
21048,96366,1
21048,96367,1
21048,96368,1
21048,96372,1
21048,96374,1
21048,96375,1
21048,96376,1
21048,96377,1
21048,96523,0
21048,97597,1
21048,97598,1
21048,97602,1
21048,99148,0
21048,99149,0
21048,99150,0
21048,99155,0
21048,99156,0
21048,99157,0
21048,99211,1
21048,99211,1
21048,99212,1
21048,99212,1
21048,99213,1
21048,99213,1
21048,99214,1
21048,99214,1
21048,99215,1
21048,99215,1
21048,99217,1
21048,99217,1
21048,99218,1
21048,99218,1
21048,99219,1
21048,99219,1
21048,99220,1
21048,99220,1
21048,99221,1
21048,99221,1
21048,99222,1
21048,99222,1
21048,99223,1
21048,99223,1
21048,99231,1
21048,99231,1
21048,99232,1
21048,99232,1
21048,99233,1
21048,99233,1
21048,99234,1
21048,99234,1
21048,99235,1
21048,99235,1
21048,99236,1
21048,99236,1
21048,99238,1
21048,99238,1
21048,99239,1
21048,99239,1
21048,99241,1
21048,99242,1
21048,99243,1
21048,99244,1
21048,99245,1
21048,99251,1
21048,99252,1
21048,99253,1
21048,99254,1
21048,99255,1
21048,99291,1
21048,99291,1
21048,99292,1
21048,99292,1
21048,99304,1
21048,99304,1
21048,99305,1
21048,99305,1
21048,99306,1
21048,99306,1
21048,99307,1
21048,99307,1
21048,99308,1
21048,99308,1
21048,99309,1
21048,99309,1
21048,99310,1
21048,99310,1
21048,99315,1
21048,99315,1
21048,99316,1
21048,99316,1
21048,99334,1
21048,99334,1
21048,99335,1
21048,99335,1
21048,99336,1
21048,99336,1
21048,99337,1
21048,99337,1
21048,99347,1
21048,99347,1
21048,99348,1
21048,99348,1
21048,99349,1
21048,99349,1
21048,99350,1
21048,99350,1
21048,99374,1
21048,99375,1
21048,99377,1
21048,99378,1
21048,99446,0
21048,99447,0
21048,99448,0
21048,99449,0
21048,99451,0
21048,99452,0
21048,99495,0
21048,99495,0
21048,99496,0
21048,99496,0
21049,11000,1
21049,11001,1
21049,11004,1
21049,11005,1
21049,11006,1
21049,11010,1
21049,11011,1
21049,11012,1
21049,11042,1
21049,11043,1
21049,11044,1
21049,11045,1
21049,11046,1
21049,11047,1
21049,12001,1
21049,12002,1
21049,12004,1
21049,12005,1
21049,12006,1
21049,12007,1
21049,12011,1
21049,12013,1
21049,12014,1
21049,12015,1
21049,12016,1
21049,12017,1
21049,12018,1
21049,12020,1
21049,12021,1
21049,12031,1
21049,12032,1
21049,12034,1
21049,12035,1
21049,12036,1
21049,12037,1
21049,12041,1
21049,12042,1
21049,12044,1
21049,12045,1
21049,12046,1
21049,12047,1
21049,12051,1
21049,12052,1
21049,12053,1
21049,12054,1
21049,12055,1
21049,12056,1
21049,12057,1
21049,13100,1
21049,13101,1
21049,13102,1
21049,13120,1
21049,13121,1
21049,13122,1
21049,13131,1
21049,13132,1
21049,13133,1
21049,13150,1
21049,13151,1
21049,13152,1
21049,13153,1
21049,21026,1
21049,21030,1
21049,21048,1
21049,21050,1
21049,21060,1
21049,21070,1
21049,21206,1
21049,36000,1
21049,36400,1
21049,36405,1
21049,36406,1
21049,36410,1
21049,36420,1
21049,36425,1
21049,36430,1
21049,36440,1
21049,36591,0
21049,36592,0
21049,36600,1
21049,36640,1
21049,37202,1
21049,43752,1
21049,51701,1
21049,51702,1
21049,51703,1
21049,61650,0
21049,62310,0
21049,62311,0
21049,62318,0
21049,62319,0
21049,62320,0
21049,62321,0
21049,62322,0
21049,62323,0
21049,62324,0
21049,62325,0
21049,62326,0
21049,62327,0
21049,64400,0
21049,64402,0
21049,64405,0
21049,64408,0
21049,64410,0
21049,64412,0
21049,64413,0
21049,64415,0
21049,64416,0
21049,64417,0
21049,64418,0
21049,64420,0
21049,64421,0
21049,64425,0
21049,64430,0
21049,64435,0
21049,64445,0
21049,64446,0
21049,64447,0
21049,64448,0
21049,64449,0
21049,64450,1
21049,64451,0
21049,64454,1
21049,64461,0
21049,64462,0
21049,64463,0
21049,64466,1
21049,64467,1
21049,64468,1
21049,64469,1
21049,64470,0
21049,64473,1
21049,64474,1
21049,64475,0
21049,64479,0
21049,64480,0
21049,64483,0
21049,64484,0
21049,64486,0
21049,64487,0
21049,64488,0
21049,64489,0
21049,64490,0
21049,64491,0
21049,64492,0
21049,64493,0
21049,64494,0
21049,64495,0
21049,64505,0
21049,64508,0
21049,64510,0
21049,64517,0
21049,64520,0
21049,64530,0
21049,64550,0
21049,69990,0
21049,90760,1
21049,90765,1
21049,90772,1
21049,90774,1
21049,90775,1
21049,90780,1
21049,92012,1
21049,92012,0
21049,92014,1
21049,92014,0
21049,93000,1
21049,93005,1
21049,93010,1
21049,93040,1
21049,93041,1
21049,93042,1
21049,93318,1
21049,93355,1
21049,94002,1
21049,94200,1
21049,94250,1
21049,94680,1
21049,94681,1
21049,94690,1
21049,94770,1
21049,95812,1
21049,95813,1
21049,95816,1
21049,95819,1
21049,95822,1
21049,95829,1
21049,95955,1
21049,96360,1
21049,96361,1
21049,96365,1
21049,96366,1
21049,96367,1
21049,96368,1
21049,96372,1
21049,96374,1
21049,96375,1
21049,96376,1
21049,96377,1
21049,96523,0
21049,97597,1
21049,97598,1
21049,97602,1
21049,99148,0
21049,99149,0
21049,99150,0
21049,99155,0
21049,99156,0
21049,99157,0
21049,99211,1
21049,99211,1
21049,99212,1
21049,99212,1
21049,99213,1
21049,99213,1
21049,99214,1
21049,99214,1
21049,99215,1
21049,99215,1
21049,99217,1
21049,99217,1
21049,99218,1
21049,99218,1
21049,99219,1
21049,99219,1
21049,99220,1
21049,99220,1
21049,99221,1
21049,99221,1
21049,99222,1
21049,99222,1
21049,99223,1
21049,99223,1
21049,99231,1
21049,99231,1
21049,99232,1
21049,99232,1
21049,99233,1
21049,99233,1
21049,99234,1
21049,99234,1
21049,99235,1
21049,99235,1
21049,99236,1
21049,99236,1
21049,99238,1
21049,99238,1
21049,99239,1
21049,99239,1
21049,99241,1
21049,99242,1
21049,99243,1
21049,99244,1
21049,99245,1
21049,99251,1
21049,99252,1
21049,99253,1
21049,99254,1
21049,99255,1
21049,99291,1
21049,99291,1
21049,99292,1
21049,99292,1
21049,99304,1
21049,99304,1
21049,99305,1
21049,99305,1
21049,99306,1
21049,99306,1
21049,99307,1
21049,99307,1
21049,99308,1
21049,99308,1
21049,99309,1
21049,99309,1
21049,99310,1
21049,99310,1
21049,99315,1
21049,99315,1
21049,99316,1
21049,99316,1
21049,99334,1
21049,99334,1
21049,99335,1
21049,99335,1
21049,99336,1
21049,99336,1
21049,99337,1
21049,99337,1
21049,99347,1
21049,99347,1
21049,99348,1
21049,99348,1
21049,99349,1
21049,99349,1
21049,99350,1
21049,99350,1
21049,99374,1
21049,99375,1
21049,99377,1
21049,99378,1
21049,99446,0
21049,99447,0
21049,99448,0
21049,99449,0
21049,99451,0
21049,99452,0
21049,99495,0
21049,99495,0
21049,99496,0
21049,99496,0
21050,11000,1
21050,11001,1
21050,11004,1
21050,11005,1
21050,11006,1
21050,11042,1
21050,11043,1
21050,11044,1
21050,11045,1
21050,11046,1
21050,11047,1
21050,12001,1
21050,12002,1
21050,12004,1
21050,12005,1
21050,12006,1
21050,12007,1
21050,12011,1
21050,12013,1
21050,12014,1
21050,12015,1
21050,12016,1
21050,12017,1
21050,12018,1
21050,12020,1
21050,12021,1
21050,12031,1
21050,12032,1
21050,12034,1
21050,12035,1
21050,12036,1
21050,12037,1
21050,12041,1
21050,12042,1
21050,12044,1
21050,12045,1
21050,12046,1
21050,12047,1
21050,12051,1
21050,12052,1
21050,12053,1
21050,12054,1
21050,12055,1
21050,12056,1
21050,12057,1
21050,13100,1
21050,13101,1
21050,13102,1
21050,13120,1
21050,13121,1
21050,13122,1
21050,13131,1
21050,13132,1
21050,13133,1
21050,13150,1
21050,13151,1
21050,13152,1
21050,13153,1
21050,21060,1
21050,21073,1
21050,36000,1
21050,36400,1
21050,36405,1
21050,36406,1
21050,36410,1
21050,36420,1
21050,36425,1
21050,36430,1
21050,36440,1
21050,36591,0
21050,36592,0
21050,36600,1
21050,36640,1
21050,37202,1
21050,43752,1
21050,51701,1
21050,51702,1
21050,51703,1
21050,61650,0
21050,62310,0
21050,62311,0
21050,62318,0
21050,62319,0
21050,62320,0
21050,62321,0
21050,62322,0
21050,62323,0
21050,62324,0
21050,62325,0
21050,62326,0
21050,62327,0
21050,64400,0
21050,64402,0
21050,64405,0
21050,64408,0
21050,64410,0
21050,64412,0
21050,64413,0
21050,64415,0
21050,64416,0
21050,64417,0
21050,64418,0
21050,64420,0
21050,64421,0
21050,64425,0
21050,64430,0
21050,64435,0
21050,64445,0
21050,64446,0
21050,64447,0
21050,64448,0
21050,64449,0
21050,64450,1
21050,64451,0
21050,64454,1
21050,64461,0
21050,64462,0
21050,64463,0
21050,64466,1
21050,64467,1
21050,64468,1
21050,64469,1
21050,64470,0
21050,64473,1
21050,64474,1
21050,64475,0
21050,64479,0
21050,64480,0
21050,64483,0
21050,64484,0
21050,64486,0
21050,64487,0
21050,64488,0
21050,64489,0
21050,64490,0
21050,64491,0
21050,64492,0
21050,64493,0
21050,64494,0
21050,64495,0
21050,64505,0
21050,64508,0
21050,64510,0
21050,64517,0
21050,64520,0
21050,64530,0
21050,64550,0
21050,69990,0
21050,90760,1
21050,90765,1
21050,90772,1
21050,90774,1
21050,90775,1
21050,90780,1
21050,92012,1
21050,92012,0
21050,92014,1
21050,92014,0
21050,93000,1
21050,93005,1
21050,93010,1
21050,93040,1
21050,93041,1
21050,93042,1
21050,93318,1
21050,93355,1
21050,94002,1
21050,94200,1
21050,94250,1
21050,94680,1
21050,94681,1
21050,94690,1
21050,94770,1
21050,95812,1
21050,95813,1
21050,95816,1
21050,95819,1
21050,95822,1
21050,95829,1
21050,95955,1
21050,96360,1
21050,96361,1
21050,96365,1
21050,96366,1
21050,96367,1
21050,96368,1
21050,96372,1
21050,96374,1
21050,96375,1
21050,96376,1
21050,96377,1
21050,96523,0
21050,97597,1
21050,97598,1
21050,97602,1
21050,99148,0
21050,99149,0
21050,99150,0
21050,99155,0
21050,99156,0
21050,99157,0
21050,99211,1
21050,99211,1
21050,99212,1
21050,99212,1
21050,99213,1
21050,99213,1
21050,99214,1
21050,99214,1
21050,99215,1
21050,99215,1
21050,99217,1
21050,99217,1
21050,99218,1
21050,99218,1
21050,99219,1
21050,99219,1
21050,99220,1
21050,99220,1
21050,99221,1
21050,99221,1
21050,99222,1
21050,99222,1
21050,99223,1
21050,99223,1
21050,99231,1
21050,99231,1
21050,99232,1
21050,99232,1
21050,99233,1
21050,99233,1
21050,99234,1
21050,99234,1
21050,99235,1
21050,99235,1
21050,99236,1
21050,99236,1
21050,99238,1
21050,99238,1
21050,99239,1
21050,99239,1
21050,99241,1
21050,99242,1
21050,99243,1
21050,99244,1
21050,99245,1
21050,99251,1
21050,99252,1
21050,99253,1
21050,99254,1
21050,99255,1
21050,99291,1
21050,99291,1
21050,99292,1
21050,99292,1
21050,99304,1
21050,99304,1
21050,99305,1
21050,99305,1
21050,99306,1
21050,99306,1
21050,99307,1
21050,99307,1
21050,99308,1
21050,99308,1
21050,99309,1
21050,99309,1
21050,99310,1
21050,99310,1
